date:number,ugeo:text,coicop_label:text,value:number,total:number,ratio:number
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Operation of personal transport equipment,69.1,77.83,88.8
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by air,67.89,77.83,87.2
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by railway,66.23,77.83,85.1
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger cars,88.92,77.83,114.2
2001,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Transport,74.0,77.83,95.1
2001,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Operation of personal transport equipment,67.69,76.29,88.7
2001,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by railway,62.73,76.29,82.2
2001,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by sea and inland waterway,61.75,76.29,80.9
2001,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by air,66.53,76.29,87.2
2001,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by road,62.62,76.29,82.1
2001,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger cars,92.89,76.29,121.8
2001,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Transport,72.89,76.29,95.5
2001,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Transport,72.92,76.29,95.6
2001,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by air,66.04,76.29,86.6
2001,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by road,62.76,76.29,82.3
2001,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Operation of personal transport equipment,67.8,76.29,88.9
2001,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by railway,62.7,76.29,82.2
2001,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by sea and inland waterway,61.93,76.29,81.2
2001,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger cars,93.1,76.29,122.0
2001,European Union - 27 countries (from 2019),Passenger cars,91.74,75.73,121.1
2001,European Union - 27 countries (from 2019),Passenger transport by railway,62.75,75.73,82.9
2001,European Union - 27 countries (from 2019),Transport,73.43,75.73,97.0
2001,European Union - 27 countries (from 2019),Passenger transport by road,61.82,75.73,81.6
2001,European Union - 27 countries (from 2019),Passenger transport by air,68.72,75.73,90.7
2001,European Union - 27 countries (from 2019),Passenger transport by sea and inland waterway,63.85,75.73,84.3
2001,European Union - 27 countries (from 2019),Operation of personal transport equipment,68.08,75.73,89.9
2001,European Union - 28 countries,Passenger transport by sea and inland waterway,61.92,75.42,82.1
2001,European Union - 28 countries,Passenger transport by road,61.01,75.42,80.9
2001,European Union - 28 countries,Passenger cars,93.29,75.42,123.7
2001,European Union - 28 countries,Operation of personal transport equipment,67.26,75.42,89.2
2001,European Union - 28 countries,Passenger transport by air,66.61,75.42,88.3
2001,European Union - 28 countries,Passenger transport by railway,60.86,75.42,80.7
2001,European Union - 28 countries,Transport,72.4,75.42,96.0
2001,Finland,Transport,86.28,78.84,109.4
2001,Finland,Operation of personal transport equipment,72.19,78.84,91.6
2001,Finland,Passenger cars,125.22,78.84,158.8
2001,Finland,Passenger transport by sea and inland waterway,72.62,78.84,92.1
2001,Finland,Passenger transport by air,136.04,78.84,172.6
2001,Finland,Passenger transport by road,64.26,78.84,81.5
2001,Finland,Passenger transport by railway,67.31,78.84,85.4
2001,France,Passenger transport by railway,68.8,79.62,86.4
2001,France,Operation of personal transport equipment,69.03,79.62,86.7
2001,France,Passenger transport by sea and inland waterway,87.43,79.62,109.8
2001,France,Passenger transport by air,80.22,79.62,100.8
2001,France,Transport,74.73,79.62,93.9
2001,France,Passenger transport by road,90.68,79.62,113.9
2001,France,Passenger cars,85.51,79.62,107.4
2001,Germany (until 1990 former territory of the FRG),Passenger cars,89.5,80.4,111.3
2001,Germany (until 1990 former territory of the FRG),Operation of personal transport equipment,75.6,80.4,94.0
2001,Germany (until 1990 former territory of the FRG),Passenger transport by air,56.2,80.4,69.9
2001,Germany (until 1990 former territory of the FRG),Transport,77.0,80.4,95.8
2001,Germany (until 1990 former territory of the FRG),Passenger transport by railway,65.8,80.4,81.8
2001,Germany (until 1990 former territory of the FRG),Passenger transport by road,67.1,80.4,83.5
2001,Germany (until 1990 former territory of the FRG),Passenger transport by sea and inland waterway,74.2,80.4,92.3
2001,Greece,Passenger transport by air,49.82,73.59,67.7
2001,Greece,Passenger transport by railway,54.99,73.59,74.7
2001,Greece,Passenger cars,120.07,73.59,163.2
2001,Greece,Passenger transport by sea and inland waterway,67.6,73.59,91.9
2001,Greece,Transport,68.78,73.59,93.5
2001,Greece,Passenger transport by road,49.98,73.59,67.9
2001,Greece,Operation of personal transport equipment,57.98,73.59,78.8
2001,Hungary,Passenger cars,98.64,56.67,174.1
2001,Hungary,Passenger transport by air,53.84,56.67,95.0
2001,Hungary,Transport,62.87,56.67,110.9
2001,Hungary,Passenger transport by railway,36.33,56.67,64.1
2001,Hungary,Passenger transport by road,52.66,56.67,92.9
2001,Hungary,Operation of personal transport equipment,58.36,56.67,103.0
2001,Iceland,Passenger cars,53.67,50.74,105.8
2001,Iceland,Passenger transport by road,45.76,50.74,90.2
2001,Iceland,Transport,46.69,50.74,92.0
2001,Iceland,Passenger transport by sea and inland waterway,43.94,50.74,86.6
2001,Iceland,Operation of personal transport equipment,45.36,50.74,89.4
2001,Iceland,Passenger transport by air,46.62,50.74,91.9
2001,Ireland,Passenger cars,120.5,80.2,150.2
2001,Ireland,Passenger transport by air,85.8,80.2,107.0
2001,Ireland,Passenger transport by road,54.2,80.2,67.6
2001,Ireland,Passenger transport by sea and inland waterway,63.0,80.2,78.6
2001,Ireland,Passenger transport by railway,55.1,80.2,68.7
2001,Ireland,Operation of personal transport equipment,63.8,80.2,79.6
2001,Ireland,Transport,81.7,80.2,101.9
2001,Italy,Passenger transport by sea and inland waterway,40.2,75.9,53.0
2001,Italy,Passenger transport by air,61.4,75.9,80.9
2001,Italy,Passenger cars,79.9,75.9,105.3
2001,Italy,Passenger transport by road,67.9,75.9,89.5
2001,Italy,Passenger transport by railway,66.4,75.9,87.5
2001,Italy,Transport,70.1,75.9,92.4
2001,Italy,Operation of personal transport equipment,67.6,75.9,89.1
2001,Latvia,Transport,59.37,56.58,104.9
2001,Latvia,Passenger transport by air,92.46,56.58,163.4
2001,Latvia,Passenger transport by railway,45.64,56.58,80.7
2001,Latvia,Operation of personal transport equipment,53.57,56.58,94.7
2001,Latvia,Passenger transport by road,41.14,56.58,72.7
2001,Latvia,Passenger cars,96.49,56.58,170.5
2001,Lithuania,Passenger cars,150.88,69.74,216.3
2001,Lithuania,Passenger transport by road,42.32,69.74,60.7
2001,Lithuania,Operation of personal transport equipment,60.53,69.74,86.8
2001,Lithuania,Transport,67.39,69.74,96.6
2001,Lithuania,Passenger transport by railway,44.78,69.74,64.2
2001,Lithuania,Passenger transport by air,70.46,69.74,101.0
2001,Luxembourg,Passenger transport by road,60.56,72.12,84.0
2001,Luxembourg,Transport,76.0,72.12,105.4
2001,Luxembourg,Operation of personal transport equipment,69.81,72.12,96.8
2001,Luxembourg,Passenger transport by air,78.57,72.12,108.9
2001,Luxembourg,Passenger cars,84.15,72.12,116.7
2001,Luxembourg,Passenger transport by railway,63.02,72.12,87.4
2001,Malta,Passenger transport by air,110.41,74.16,148.9
2001,Malta,Passenger cars,115.63,74.16,155.9
2001,Malta,Passenger transport by sea and inland waterway,66.39,74.16,89.5
2001,Malta,Operation of personal transport equipment,60.34,74.16,81.4
2001,Malta,Passenger transport by road,54.28,74.16,73.2
2001,Malta,Transport,78.86,74.16,106.3
2001,Netherlands,Passenger transport by air,56.91,78.32,72.7
2001,Netherlands,Passenger transport by sea and inland waterway,121.32,78.32,154.9
2001,Netherlands,Passenger transport by railway,65.42,78.32,83.5
2001,Netherlands,Passenger transport by road,61.16,78.32,78.1
2001,Netherlands,Passenger cars,84.94,78.32,108.5
2001,Netherlands,Transport,72.74,78.32,92.9
2001,Netherlands,Operation of personal transport equipment,68.61,78.32,87.6
2001,Norway,Passenger transport by sea and inland waterway,57.2,79.1,72.3
2001,Norway,Passenger cars,87.1,79.1,110.1
2001,Norway,Transport,73.8,79.1,93.3
2001,Norway,Passenger transport by railway,66.5,79.1,84.1
2001,Norway,Passenger transport by air,106.4,79.1,134.5
2001,Norway,Passenger transport by road,58.4,79.1,73.8
2001,Norway,Operation of personal transport equipment,60.3,79.1,76.2
2001,Poland,Passenger cars,122.7,73.8,166.3
2001,Poland,Passenger transport by road,62.0,73.8,84.0
2001,Poland,Passenger transport by sea and inland waterway,56.8,73.8,77.0
2001,Poland,Transport,73.0,73.8,98.9
2001,Poland,Operation of personal transport equipment,65.7,73.8,89.0
2001,Poland,Passenger transport by railway,62.7,73.8,85.0
2001,Poland,Passenger transport by air,88.1,73.8,119.4
2001,Portugal,Passenger transport by air,80.76,76.41,105.7
2001,Portugal,Operation of personal transport equipment,59.07,76.41,77.3
2001,Portugal,Passenger transport by sea and inland waterway,51.16,76.41,67.0
2001,Portugal,Passenger cars,90.09,76.41,117.9
2001,Portugal,Transport,70.15,76.41,91.8
2001,Portugal,Passenger transport by railway,46.78,76.41,61.2
2001,Portugal,Passenger transport by road,56.39,76.41,73.8
2001,Romania,Passenger transport by sea and inland waterway,26.08,37.66,69.3
2001,Romania,Passenger transport by railway,20.43,37.66,54.2
2001,Romania,Operation of personal transport equipment,31.14,37.66,82.7
2001,Romania,Passenger cars,59.81,37.66,158.8
2001,Romania,Passenger transport by air,39.57,37.66,105.1
2001,Romania,Transport,30.89,37.66,82.0
2001,Romania,Passenger transport by road,29.59,37.66,78.6
2001,Slovakia,Passenger cars,216.41,65.9,328.4
2001,Slovakia,Transport,86.16,65.9,130.7
2001,Slovakia,Operation of personal transport equipment,80.33,65.9,121.9
2001,Slovakia,Passenger transport by road,41.96,65.9,63.7
2001,Slovakia,Passenger transport by air,111.4,65.9,169.0
2001,Slovakia,Passenger transport by railway,58.69,65.9,89.1
2001,Slovenia,Transport,78.54,67.33,116.6
2001,Slovenia,Passenger transport by railway,54.65,67.33,81.2
2001,Slovenia,Passenger transport by road,80.16,67.33,119.1
2001,Slovenia,Operation of personal transport equipment,55.66,67.33,82.7
2001,Slovenia,Passenger transport by air,72.98,67.33,108.4
2001,Slovenia,Passenger cars,152.79,67.33,226.9
2001,Spain,Transport,69.71,73.23,95.2
2001,Spain,Passenger transport by sea and inland waterway,56.13,73.23,76.6
2001,Spain,Passenger transport by railway,63.06,73.23,86.1
2001,Spain,Operation of personal transport equipment,62.59,73.23,85.5
2001,Spain,Passenger transport by road,58.55,73.23,80.0
2001,Spain,Passenger cars,88.05,73.23,120.2
2001,Spain,Passenger transport by air,43.33,73.23,59.2
2001,Sweden,Passenger transport by air,100.6,81.92,122.8
2001,Sweden,Passenger transport by road,67.87,81.92,82.8
2001,Sweden,Passenger transport by sea and inland waterway,88.14,81.92,107.6
2001,Sweden,Passenger transport by railway,81.15,81.92,99.1
2001,Sweden,Passenger cars,98.01,81.92,119.6
2001,Sweden,Operation of personal transport equipment,69.23,81.92,84.5
2001,Sweden,Transport,77.14,81.92,94.2
2001,Turkey,Operation of personal transport equipment,20.13,20.6,97.7
2001,Turkey,Passenger transport by sea and inland waterway,21.64,20.6,105.0
2001,Turkey,Passenger cars,27.67,20.6,134.3
2001,Turkey,Passenger transport by road,19.0,20.6,92.2
2001,Turkey,Passenger transport by air,35.79,20.6,173.7
2001,Turkey,Passenger transport by railway,22.91,20.6,111.2
2001,Turkey,Transport,21.76,20.6,105.6
2001,United Kingdom,Passenger transport by road,59.1,73.6,80.3
2001,United Kingdom,Transport,67.1,73.6,91.2
2001,United Kingdom,Passenger transport by sea and inland waterway,56.1,73.6,76.2
2001,United Kingdom,Operation of personal transport equipment,62.0,73.6,84.2
2001,United Kingdom,Passenger cars,102.3,73.6,139.0
2001,United Kingdom,Passenger transport by air,61.9,73.6,84.1
2001,United Kingdom,Passenger transport by railway,55.6,73.6,75.5
2002,Austria,Transport,81.61,78.04,104.6
2002,Austria,Passenger cars,96.93,78.04,124.2
2002,Austria,Operation of personal transport equipment,70.42,78.04,90.2
2002,Austria,Passenger transport by railway,69.78,78.04,89.4
2002,Austria,Passenger transport by air,183.94,78.04,235.7
2002,Austria,Passenger transport by road,68.88,78.04,88.3
2002,Belgium,Passenger transport by air,91.32,77.97,117.1
2002,Belgium,Operation of personal transport equipment,67.62,77.97,86.7
2002,Belgium,Passenger cars,90.36,77.97,115.9
2002,Belgium,Passenger transport by road,77.22,77.97,99.0
2002,Belgium,Transport,76.21,77.97,97.7
2002,Belgium,Passenger transport by railway,81.86,77.97,105.0
2002,Bulgaria,Operation of personal transport equipment,62.53,61.44,101.8
2002,Bulgaria,Passenger cars,144.84,61.44,235.7
2002,Bulgaria,Passenger transport by road,51.69,61.44,84.1
2002,Bulgaria,Passenger transport by railway,50.26,61.44,81.8
2002,Bulgaria,Transport,65.56,61.44,106.7
2002,Bulgaria,Passenger transport by air,99.89,61.44,162.6
2002,Croatia,Passenger transport by railway,81.13,74.11,109.5
2002,Croatia,Passenger transport by air,71.5,74.11,96.5
2002,Croatia,Transport,82.33,74.11,111.1
2002,Croatia,Passenger cars,126.11,74.11,170.2
2002,Croatia,Passenger transport by sea and inland waterway,65.51,74.11,88.4
2002,Croatia,Passenger transport by road,68.33,74.11,92.2
2002,Croatia,Operation of personal transport equipment,71.05,74.11,95.9
2002,Cyprus,Passenger transport by road,63.91,78.53,81.4
2002,Cyprus,Passenger cars,166.68,78.53,212.3
2002,Cyprus,Transport,85.21,78.53,108.5
2002,Cyprus,Operation of personal transport equipment,57.42,78.53,73.1
2002,Cyprus,Passenger transport by air,105.77,78.53,134.7
2002,Czechia,Passenger transport by railway,68.0,78.2,87.0
2002,Czechia,Passenger cars,161.2,78.2,206.1
2002,Czechia,Passenger transport by air,62.1,78.2,79.4
2002,Czechia,Transport,92.9,78.2,118.8
2002,Czechia,Operation of personal transport equipment,78.0,78.2,99.7
2002,Czechia,Passenger transport by road,66.7,78.2,85.3
2002,Denmark,Transport,80.8,81.2,99.5
2002,Denmark,Passenger transport by sea and inland waterway,53.1,81.2,65.4
2002,Denmark,Passenger transport by railway,70.3,81.2,86.6
2002,Denmark,Passenger transport by air,103.8,81.2,127.8
2002,Denmark,Passenger transport by road,65.0,81.2,80.0
2002,Denmark,Operation of personal transport equipment,71.5,81.2,88.1
2002,Denmark,Passenger cars,98.4,81.2,121.2
2002,Estonia,Transport,73.3,63.71,115.1
2002,Estonia,Passenger transport by railway,42.13,63.71,66.1
2002,Estonia,Operation of personal transport equipment,55.02,63.71,86.4
2002,Estonia,Passenger transport by sea and inland waterway,62.03,63.71,97.4
2002,Estonia,Passenger cars,209.32,63.71,328.6
2002,Estonia,Passenger transport by road,47.46,63.71,74.5
2002,Estonia,Passenger transport by air,45.44,63.71,71.3
2002,Euro area (18 countries),Transport,75.28,79.44,94.8
2002,Euro area (18 countries),Passenger transport by sea and inland waterway,67.55,79.44,85.0
2002,Euro area (18 countries),Passenger transport by railway,67.36,79.44,84.8
2002,Euro area (18 countries),Passenger transport by road,68.68,79.44,86.5
2002,Euro area (18 countries),Passenger cars,90.86,79.44,114.4
2002,Euro area (18 countries),Passenger transport by air,71.14,79.44,89.6
2002,Euro area (18 countries),Operation of personal transport equipment,69.96,79.44,88.1
2002,Euro area (19 countries),Transport,75.26,79.4,94.8
2002,Euro area (19 countries),Passenger transport by road,68.32,79.4,86.0
2002,Euro area (19 countries),Passenger transport by railway,67.33,79.4,84.8
2002,Euro area (19 countries),Operation of personal transport equipment,69.94,79.4,88.1
2002,Euro area (19 countries),Passenger transport by sea and inland waterway,67.61,79.4,85.2
2002,Euro area (19 countries),Passenger cars,90.92,79.4,114.5
2002,Euro area (19 countries),Passenger transport by air,71.16,79.4,89.6
2002,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by sea and inland waterway,67.76,79.58,85.1
2002,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger cars,90.5,79.58,113.7
2002,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by railway,67.44,79.58,84.7
2002,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by air,71.09,79.58,89.3
2002,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by road,69.75,79.58,87.6
2002,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Operation of personal transport equipment,70.06,79.58,88.0
2002,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Transport,75.29,79.58,94.6
2002,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by air,68.14,77.87,87.5
2002,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger cars,94.14,77.87,120.9
2002,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Operation of personal transport equipment,68.57,77.87,88.1
2002,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by road,64.53,77.87,82.9
2002,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Transport,74.02,77.87,95.1
2002,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by sea and inland waterway,64.51,77.87,82.8
2002,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by railway,64.08,77.87,82.3
2002,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by air,67.68,77.87,86.9
2002,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger cars,94.33,77.87,121.1
2002,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Operation of personal transport equipment,68.69,77.87,88.2
2002,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by railway,64.01,77.87,82.2
2002,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by road,64.68,77.87,83.1
2002,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Transport,74.04,77.87,95.1
2002,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by sea and inland waterway,64.74,77.87,83.1
2002,European Union - 27 countries (from 2019),Passenger transport by sea and inland waterway,66.89,77.81,86.0
2002,European Union - 27 countries (from 2019),Passenger transport by railway,65.83,77.81,84.6
2002,European Union - 27 countries (from 2019),Passenger transport by road,64.33,77.81,82.7
2002,European Union - 27 countries (from 2019),Transport,74.93,77.81,96.3
2002,European Union - 27 countries (from 2019),Passenger transport by air,71.93,77.81,92.4
2002,European Union - 27 countries (from 2019),Passenger cars,93.25,77.81,119.8
2002,European Union - 27 countries (from 2019),Operation of personal transport equipment,69.25,77.81,89.0
2002,European Union - 28 countries,Passenger cars,94.45,77.32,122.2
2002,European Union - 28 countries,Transport,73.71,77.32,95.3
2002,European Union - 28 countries,Passenger transport by sea and inland waterway,64.76,77.32,83.8
2002,European Union - 28 countries,Passenger transport by road,63.43,77.32,82.0
2002,European Union - 28 countries,Passenger transport by air,68.32,77.32,88.4
2002,European Union - 28 countries,Operation of personal transport equipment,68.34,77.32,88.4
2002,European Union - 28 countries,Passenger transport by railway,63.43,77.32,82.0
2002,Finland,Transport,86.76,80.42,107.9
2002,Finland,Passenger transport by railway,68.79,80.42,85.5
2002,Finland,Operation of personal transport equipment,71.15,80.42,88.5
2002,Finland,Passenger cars,127.42,80.42,158.4
2002,Finland,Passenger transport by road,65.4,80.42,81.3
2002,Finland,Passenger transport by sea and inland waterway,75.15,80.42,93.4
2002,Finland,Passenger transport by air,144.83,80.42,180.1
2002,France,Passenger transport by air,83.29,81.16,102.6
2002,France,Passenger transport by railway,70.6,81.16,87.0
2002,France,Passenger transport by road,91.96,81.16,113.3
2002,France,Passenger transport by sea and inland waterway,84.5,81.16,104.1
2002,France,Passenger cars,86.39,81.16,106.4
2002,France,Operation of personal transport equipment,69.57,81.16,85.7
2002,France,Transport,75.52,81.16,93.1
2002,Germany (until 1990 former territory of the FRG),Passenger transport by railway,66.8,81.5,82.0
2002,Germany (until 1990 former territory of the FRG),Passenger transport by sea and inland waterway,76.6,81.5,94.0
2002,Germany (until 1990 former territory of the FRG),Operation of personal transport equipment,77.2,81.5,94.7
2002,Germany (until 1990 former territory of the FRG),Transport,78.6,81.5,96.4
2002,Germany (until 1990 former territory of the FRG),Passenger cars,90.8,81.5,111.4
2002,Germany (until 1990 former territory of the FRG),Passenger transport by road,69.5,81.5,85.3
2002,Germany (until 1990 former territory of the FRG),Passenger transport by air,59.0,81.5,72.4
2002,Greece,Passenger transport by sea and inland waterway,76.17,76.48,99.6
2002,Greece,Passenger cars,121.17,76.48,158.4
2002,Greece,Passenger transport by air,53.66,76.48,70.2
2002,Greece,Passenger transport by railway,56.03,76.48,73.3
2002,Greece,Transport,69.13,76.48,90.4
2002,Greece,Operation of personal transport equipment,57.6,76.48,75.3
2002,Greece,Passenger transport by road,50.63,76.48,66.2
2002,Hungary,Passenger transport by road,55.96,59.64,93.8
2002,Hungary,Passenger transport by railway,38.67,59.64,64.8
2002,Hungary,Operation of personal transport equipment,59.14,59.64,99.2
2002,Hungary,Transport,63.71,59.64,106.8
2002,Hungary,Passenger cars,94.94,59.64,159.2
2002,Hungary,Passenger transport by air,60.8,59.64,101.9
2002,Iceland,Passenger cars,56.4,53.44,105.5
2002,Iceland,Passenger transport by sea and inland waterway,47.74,53.44,89.3
2002,Iceland,Passenger transport by air,51.55,53.44,96.5
2002,Iceland,Passenger transport by road,49.01,53.44,91.7
2002,Iceland,Operation of personal transport equipment,45.37,53.44,84.9
2002,Iceland,Transport,48.3,53.44,90.4
2002,Ireland,Operation of personal transport equipment,66.4,84.0,79.0
2002,Ireland,Passenger transport by road,57.9,84.0,68.9
2002,Ireland,Passenger cars,123.1,84.0,146.5
2002,Ireland,Passenger transport by sea and inland waterway,66.9,84.0,79.6
2002,Ireland,Passenger transport by railway,57.2,84.0,68.1
2002,Ireland,Transport,84.3,84.0,100.4
2002,Ireland,Passenger transport by air,89.1,84.0,106.1
2002,Italy,Passenger transport by railway,67.0,77.9,86.0
2002,Italy,Transport,71.5,77.9,91.8
2002,Italy,Passenger transport by air,65.2,77.9,83.7
2002,Italy,Passenger cars,82.1,77.9,105.4
2002,Italy,Operation of personal transport equipment,68.2,77.9,87.5
2002,Italy,Passenger transport by road,70.2,77.9,90.1
2002,Italy,Passenger transport by sea and inland waterway,43.6,77.9,56.0
2002,Latvia,Passenger transport by railway,44.08,57.69,76.4
2002,Latvia,Transport,60.44,57.69,104.8
2002,Latvia,Passenger transport by air,95.78,57.69,166.0
2002,Latvia,Passenger cars,102.31,57.69,177.3
2002,Latvia,Passenger transport by road,41.63,57.69,72.2
2002,Latvia,Operation of personal transport equipment,53.7,57.69,93.1
2002,Lithuania,Passenger transport by road,42.27,69.98,60.4
2002,Lithuania,Passenger transport by railway,44.85,69.98,64.1
2002,Lithuania,Operation of personal transport equipment,59.71,69.98,85.3
2002,Lithuania,Transport,66.34,69.98,94.8
2002,Lithuania,Passenger transport by air,86.53,69.98,123.6
2002,Lithuania,Passenger cars,149.87,69.98,214.2
2002,Luxembourg,Transport,75.6,73.6,102.7
2002,Luxembourg,Passenger transport by road,62.19,73.6,84.5
2002,Luxembourg,Passenger cars,85.23,73.6,115.8
2002,Luxembourg,Operation of personal transport equipment,68.5,73.6,93.1
2002,Luxembourg,Passenger transport by railway,63.26,73.6,86.0
2002,Luxembourg,Passenger transport by air,83.79,73.6,113.8
2002,Malta,Passenger transport by road,54.8,76.1,72.0
2002,Malta,Passenger cars,114.52,76.1,150.5
2002,Malta,Operation of personal transport equipment,61.23,76.1,80.5
2002,Malta,Passenger transport by sea and inland waterway,66.39,76.1,87.2
2002,Malta,Transport,79.31,76.1,104.2
2002,Malta,Passenger transport by air,111.45,76.1,146.5
2002,Netherlands,Passenger cars,85.23,81.35,104.8
2002,Netherlands,Operation of personal transport equipment,69.91,81.35,85.9
2002,Netherlands,Passenger transport by air,60.92,81.35,74.9
2002,Netherlands,Passenger transport by road,63.26,81.35,77.8
2002,Netherlands,Passenger transport by railway,65.6,81.35,80.6
2002,Netherlands,Passenger transport by sea and inland waterway,119.76,81.35,147.2
2002,Netherlands,Transport,74.02,81.35,91.0
2002,Norway,Transport,74.7,79.7,93.7
2002,Norway,Passenger transport by air,103.1,79.7,129.4
2002,Norway,Passenger transport by sea and inland waterway,58.8,79.7,73.8
2002,Norway,Passenger transport by railway,70.2,79.7,88.1
2002,Norway,Operation of personal transport equipment,60.4,79.7,75.8
2002,Norway,Passenger cars,88.5,79.7,111.0
2002,Norway,Passenger transport by road,59.8,79.7,75.0
2002,Poland,Passenger transport by road,65.0,75.2,86.4
2002,Poland,Passenger transport by air,88.5,75.2,117.7
2002,Poland,Transport,74.0,75.2,98.4
2002,Poland,Passenger transport by railway,65.2,75.2,86.7
2002,Poland,Passenger transport by sea and inland waterway,60.5,75.2,80.5
2002,Poland,Operation of personal transport equipment,65.8,75.2,87.5
2002,Poland,Passenger cars,122.7,75.2,163.2
2002,Portugal,Passenger transport by air,78.13,79.24,98.6
2002,Portugal,Passenger transport by sea and inland waterway,53.88,79.24,68.0
2002,Portugal,Passenger transport by road,59.46,79.24,75.0
2002,Portugal,Passenger transport by railway,49.63,79.24,62.6
2002,Portugal,Operation of personal transport equipment,62.11,79.24,78.4
2002,Portugal,Passenger cars,94.64,79.24,119.4
2002,Portugal,Transport,73.64,79.24,92.9
